SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class
17.964325184672756,4.037031802251789,51.606600490054646,32.0727440111875,31.367608495590705,63.771682493354135,7.81616033423919,Slow,98.43676793315215,LiFePO4,458.0,Model A,1.0
27.638457617723063,3.7813516395264695,47.05889874260576,21.53958934129933,15.80277718170733,47.67541319513086,6.4318534475453575,Normal,98.71362931049092,LiFePO4,749.0,Model B,1.0
14.070456001948424,3.835912934212736,68.58761204358588,21.511672277081335,32.79826752725725,75.81711838904408,8.097199613038496,Normal,98.3805600773923,LiFePO4,713.0,Model C,1.0
39.27972976869379,3.939253824252859,59.088868246621495,39.02846441691132,34.83925494477286,54.70023354122,8.47376250438192,Fast,98.3052474991236,Li-ion,433.0,Model C,1.0
44.98095607205338,4.111573979930437,15.604579529369705,25.945815806146676,20.88134924353556,113.28676901266331,12.986902678298613,Slow,97.40261946434028,LiFePO4,788.0,Model B,2.0
34.42141285965063,4.188858428439507,56.12523838932985,21.841339721649508,19.206371125715872,112.2645139603572,12.168513792428108,Fast,97.56629724151438,LiFePO4,268.0,Model C,2.0
84.58637582367363,4.037791389705163,82.57632555095556,31.980891743007632,30.30726727716081,70.23718199720955,11.681461878101528,Normal,97.6637076243797,Li-ion,438.0,Model A,1.0
42.10779940242303,3.792436747517134,51.33158898372623,32.47297556580532,20.060526818405062,52.78839940182585,8.128072031896904,Slow,98.37438559362062,Li-ion,897.0,Model C,1.0
35.28410587186427,3.794949901593949,14.676091979884156,32.97009640237376,32.31124766344407,93.71324139566391,11.222146896683894,Fast,97.75557062066322,LiFePO4,360.0,Model B,2.0
58.84264748424236,4.016307611112224,80.76503794456298,25.348040557150824,17.056851843149534,23.671294348306663,33.211814985645454,Fast,98.7635715471143,Li-ion,986.0,Model C,0.0
22.68318024772864,3.667144002037812,28.12274039223769,20.3022136842895,17.519103927587164,67.47690060436513,41.754729137522475,Fast,98.44553105060707,Li-ion,834.0,Model A,1.0
82.19772826786357,3.577331879191976,33.275875139923485,39.30030738908944,34.58303110201231,53.63233942703335,,Fast,97.89114731964658,LiFePO4,298.0,Model A,1.0
16.709557931179376,3.748235510348544,24.823571808906628,25.017860913822048,28.476777965400093,112.05358851025548,11.42416998477136,N/A,97.71516600304572,LiFePO4,310.0,Model B,2.0
98.81982429404655,3.701067294157857,39.71935583843478,33.52052576105095,31.937744488579057,21.20030272726825,8.383709396693897,Slow,98.32325812066122,LiFePO4,386.0,Model B,0.0
79.50202923669917,3.707415684319193,78.10763551197715,34.13259739757419,21.48658754703036,75.2814875718349,11.955188629366578,Fast,97.60896227412668,Li-ion,791.0,Model B,1.0
27.88441133807552,3.663525425734937,56.74472735535437,32.20014834158971,28.52967499041209,94.0663581066626,10.84309115953848,N/A,97.8313817680923,Li-ion,861.0,Model A,2.0
10.496990541124216,3.529465232745453,28.43931467356413,26.258147884272965,26.884836546171943,68.50179875240413,7.546240150636869,Fast,98.49075196987263,Li-ion,842.0,Model C,1.0
83.39152856093507,3.512511754313389,89.00470703368367,25.421925075281315,27.06300240245894,28.54030301627217,7.819031266500167,Normal,98.43619374669996,LiFePO4,571.0,Model C,0.0
73.61716094628554,4.191405672815222,89.16236694563763,31.95336565405406,28.650649190754432,117.24613900279022,15.04903791358283,Normal,96.99019241728344,Li-ion,581.0,Model B,2.0
75.61064512368885,3.799441193615104,88.35205825414062,37.32191267223383,26.50718346258197,71.8010431376098,11.63004815126362,Fast,97.67399036974729,Li-ion,122.0,Model C,1.0
79.41433120173512,3.769028653011777,31.49165902433853,38.93467457846791,23.58124738605332,81.41862443190114,12.702335658335246,Normal,97.45953286833296,LiFePO4,659.0,Model C,2.0
16.664018656068134,3.975753097885149,50.61154097628893,22.11811608807515,20.51845388761094,43.66097827075073,5.577521593103059,Slow,98.8844956813794,LiFePO4,208.0,Model B,1.0
42.26191556898453,3.652777721505545,98.64906905267875,23.0965722519544,30.37162661826404,68.34980851068039,8.963741766936979,Fast,98.2072516466126,LiFePO4,395.0,Model B,1.0
20.428215357261674,4.164972828765158,79.48112286789913,38.89472517566159,19.52544860006373,62.914949195832186,8.20905945963218,Slow,98.35818810807356,Li-ion,105.0,Model A,1.0
87.67930832880342,4.050441510090886,12.445067910300384,34.73070456669585,28.84708612308828,27.48958420019837,8.411299328124827,Fast,,LiFePO4,649.0,Model A,0.0
66.09683141448022,3.5625877016185816,15.868413213444285,37.65987649659546,19.666656452986533,30.61603535474672,7.739171675116011,Normal,98.4521656649768,Li-ion,780.0,Model A,0.0
39.78082223673843,3.79230654304945,51.75382391310995,24.052652682706864,27.50660339908908,103.74725196187744,11.83727807612872,Slow,97.63254438477423,Li-ion,967.0,Model A,2.0
15.720251525742128,4.115382815293516,91.8298185275404,31.75171742218804,29.941565342580574,43.98199522065902,6.038764715784761,Normal,,LiFePO4,894.0,Model C,1.0
37.9884089544096,4.161312415603987,58.48316181574428,34.022791888349474,19.374277778130782,39.495827149863054,6.891878971293208,Normal,98.62162420574136,LiFePO4,302.0,Model C,0.0
39.26649898240724,3.827181057874909,54.80312572308612,33.602237708939455,16.198866017226166,70.49114512501393,9.517698928318495,Fast,98.0964602143363,LiFePO4,424.0,Model A,1.0
75.66455605042577,3.929387972447496,19.492632996096752,28.16303381733396,17.619474859883482,96.87471313625127,13.264272254742265,Slow,97.34714554905156,LiFePO4,924.0,Model A,
67.38017242196918,3.616923762264453,69.11020942518647,20.307897833826168,27.11993934542051,26.19465185789879,6.567291167614667,Normal,98.68654176647706,LiFePO4,884.0,Model B,0.0
89.84914683186939,4.193818038295884,83.9892844540203,,31.98892812451471,77.68079196382558,12.548782728716532,Fast,97.4902434542567,Li-ion,343.0,Model C,1.0
52.49934326457544,3.6621701909684106,44.23780067568061,232.9150265705806,15.899936424708487,31.921044284057334,6.538155726079825,Fast,98.69236885478404,Li-ion,426.0,Model C,0.0
20.763482134447152,4.159912241894588,79.80506658327947,29.005084922857804,29.683025180832924,23.64610508256185,4.458937109745401,Fast,99.10821257805092,Li-ion,146.0,Model A,0.0
74.19203085006956,3.954752654294658,96.80289885107304,39.151620301676346,21.82637291900104,25.27439521622174,7.773382158939107,Normal,98.44532356821216,LiFePO4,860.0,Model C,0.0
78.47065437552077,,28.338981321492017,27.98070635284869,24.57056739839045,103.41641082084412,13.94060227148882,Fast,97.21187954570225,Li-ion,690.0,Model B,2.0
60.51494778125466,3.858881957711556,57.09966680752672,36.79603213328853,33.57719099691131,,7.515319692627672,Slow,98.49693606147449,LiFePO4,721.0,Model B,0.0
,3.661468868202431,35.8424162276118,23.770812114985024,21.639430094716907,24.515136441229195,7.200820952313874,Slow,98.55983580953722,LiFePO4,112.0,Model C,0.0
,3.623569622403856,81.35689771304554,33.449209960500575,24.30673867878972,63.789988714291226,9.710373074522389,Normal,98.05792538509552,Li-ion,479.0,Model A,1.0
275.63948159963593,3.654340346349122,61.98340292930418,39.54013908877887,15.273648295213622,545.027660357719,13.529250286174792,Slow,97.29414994276505,Li-ion,464.0,Model C,2.0
48.47869165226947,3.6305067835009774,67.11241757952735,22.037862017458732,16.631974400096766,46.2408376489302,7.37923082089726,Fast,98.52415383582054,LiFePO4,701.0,Model B,1.0
12.287721406968569,,81.81227436543047,20.16639884454384,20.17183182269568,62.17126175259164,6.8036444919582575,Normal,98.63927110160834,Li-ion,441.0,Model A,1.0
19.7102284293974,3.7450876814167113,45.63734253962094,28.67165585265229,15.557044816421488,23.99225325637512,4.418448652133745,Fast,99.11631026957323,LiFePO4,959.0,Model C,0.0
12.828626711806082,3.5404898735943773,92.3581061566339,21.852509661027344,27.62750652096502,64.90785141348758,7.143044436432303,Normal,98.57139111271354,Li-ion,891.0,Model A,1.0
67.27693701374024,,57.9725980521526,34.96768699352462,23.52796713603245,77.76130806371336,11.59234020567269,Normal,97.68153195886546,Li-ion,320.0,Model A,1.0
38.2920382968694,4.118650119474398,24.21593405518132,38.29097327697118,25.96290405456044,77.09070537521447,10.253376026626569,Fast,97.94932479467468,Li-ion,172.0,Model B,1.0
55.77136220482325,4.14942659823665,72.63092063519221,28.680419454175176,18.49294371792659,53.242669217436514,8.659478184402964,Slow,98.2681043631194,Li-ion,845.0,Model A,1.0
91.68098265334837,4.196435475852505,81.3935215394429,25.17423284310882,20.918640588732323,51.55331806631355,10.138870613682323,Slow,97.97222587726354,Li-ion,871.0,Model C,1.0
32.43630062339874,3.621726674453641,38.5085509360774,28.688066380132195,28.276489497054506,30.66236189365979,5.611415174648196,Normal,98.87771696507036,LiFePO4,724.0,Model A,0.0
46.93446307320668,3.777369413231861,87.14613312988777,34.468956357000025,34.306054472608,56.67983206462684,8.793490310229238,Fast,98.24130193795416,Li-ion,145.0,Model A,
77.99960246887439,4.030766932992864,91.55289292891898,20.18108323160742,16.008335472044184,29.949466887296467,7.404823192298796,Fast,98.51903536154023,Li-ion,603.0,Model C,0.0
30.59183489424602,3.987214432637655,34.921403864002805,31.789079789693943,32.80768641710532,96.65959447120515,11.174011940130764,Normal,97.76519761197385,Li-ion,373.0,Model B,2.0
16.92819188459137,3.6077271344378983,98.51693254436998,32.26583369774758,26.53762402622417,116.62742977481858,12.17865376035183,Slow,97.56426924792964,LiFePO4,654.0,Model B,2.0
36.07763076223912,4.071083187493432,22.664037524388256,32.75376493791871,26.278391335112477,117.00744566667068,13.192190257230449,Fast,97.36156194855393,LiFePO4,307.0,Model C,2.0
24.5099158528604,3.6571084002856624,28.181410156224096,,,106.50710993753938,11.343110367418848,Slow,97.73137792651625,LiFePO4,960.0,Model C,2.0
93.67278871083158,3.656672330375837,26.580235531422357,34.281054467562534,16.38788171808367,80.07921493396191,13.0709600700832,Slow,97.38580798598336,LiFePO4,714.0,Model B,2.0
82.73083416079753,3.8758820960253897,90.45907390070832,21.827829726635528,16.797537034723213,90.086569724388,12.735147338070654,Normal,97.45297053238588,LiFePO4,223.0,Model A,2.0
67.00633808593811,3.915057954389192,68.88632970924657,23.985406729336017,27.01824011318172,48.52058026804141,8.592968929767158,Normal,98.28140621404656,Li-ion,109.0,Model C,1.0
88.43145311689459,3.906060345486468,23.68938549000456,37.54940093308964,21.819171428711165,83.07704201726207,13.222129537271051,Slow,97.3555740925458,Li-ion,428.0,Model A,2.0
82.33048692092031,3.5640407861784285,49.62910765315141,34.77446301453133,33.34536133155361,65.56495494398774,11.318993742104896,Fast,97.73620125157902,Li-ion,286.0,Model C,1.0
26.791305299743225,4.114222603841267,65.37682225628218,20.274911080226904,23.131810747189444,68.20173397769325,8.036788650472944,Fast,98.3926422699054,LiFePO4,642.0,Model B,1.0
90.330309864098,3.6859200298120944,17.511767649044497,24.967525207396005,17.86562917405282,95.7776560375158,13.74636309003435,Normal,97.25072738199312,LiFePO4,767.0,Model A,2.0
58.54080177240856,3.590660444897963,89.41747315666049,24.28812965986329,29.29437667004072,48.19183555972516,8.157432868257358,Slow,98.36851342634851,Li-ion,159.0,Model A,1.0
82.66961396476563,4.122123655908284,82.32431818973816,25.41612656073945,20.8670684288202,51.80396116945199,9.721283790396251,Fast,98.05574324192077,LiFePO4,860.0,Model C,1.0
90.6482169931144,4.168956048760828,55.46860962189744,24.95119540559773,25.509406147117865,112.46417911286366,81.39976711870347,Fast,96.96960289079848,LiFePO4,998.0,Model A,2.0
38.62031274746775,4.103489332085816,97.04139537332534,21.250525914856915,28.9566557101034,25.622429485097225,5.128744390207669,Normal,98.97425112195846,LiFePO4,985.0,Model C,0.0
19.90467320749091,4.066661252307415,47.59848813475897,,33.00528222404141,68.56342984133404,8.167793330415869,Slow,98.36644133391682,Li-ion,881.0,Model B,1.0
30.51416462877475,3.958669386447316,98.5699287132848,34.654669495723304,30.84382389603352,111.28008004078616,12.531781709623752,Fast,97.49364365807526,Li-ion,541.0,Model A,
48.43970097636307,3.8856001594263976,70.11279989232644,32.13463449434873,28.527221357454483,81.0363007818157,10.7817418386869,Normal,97.84365163226262,LiFePO4,316.0,Model C,2.0
83.62132893302439,3.560890731937987,67.12041459285473,33.4574333719616,28.59266364790287,74.64070742121321,12.073997067017068,Fast,97.5852005865966,LiFePO4,101.0,Model A,1.0
87.46575249307091,3.785917249149489,24.93594057662065,21.622983570724784,33.91849288064173,44.97441792293552,9.202304963434411,Fast,98.15953900731311,LiFePO4,635.0,Model C,1.0
10.625691747807164,3.76088196190862,89.37349824741796,39.02981420353574,20.91648194993072,54.327548906444825,7.010071039770882,Fast,98.59798579204582,LiFePO4,817.0,Model C,1.0
55.96725723198092,3.681827648632229,48.474071912855365,341.7220081061343,15.022241883923748,105.20484158046928,13.403924827147844,Normal,97.31921503457043,Li-ion,931.0,Model C,2.0
47.56699028339011,4.00639407958201,24.60100652042314,36.101806369913255,20.43909118796397,75.92181317684582,10.51025759740232,Slow,97.89794848051952,LiFePO4,810.0,Model B,1.0
29.98970294236572,3.84711301455514,11.134676797818312,36.45967610083535,19.35782759253488,,9.278653900133218,Normal,98.14426921997337,Li-ion,455.0,Model A,1.0
20.78788306003145,3.556732351135353,60.37801152745443,38.654210162655225,28.236691702279963,29.957971354002893,5.4686022739679085,Slow,98.90627954520642,Li-ion,725.0,Model B,0.0
40.38536542632652,3.654128241364868,57.46596599104087,30.885079322273956,27.67423199531058,21.60281564551231,5.363756874556049,Fast,98.9272486250888,Li-ion,891.0,Model C,0.0
94.86187335212672,3.978281134561717,74.74182601322427,24.00564035735252,26.86922765409448,116.36851886870492,15.64075225786604,Slow,96.8718495484268,LiFePO4,766.0,Model C,2.0
39.08826388186797,3.55329160164321,90.1232247716022,32.33567215705082,15.324868864189074,57.698616728684165,8.37941486266962,Fast,98.32411702746607,Li-ion,264.0,Model B,1.0
56.69115595690295,4.095844839834138,17.146592617872656,34.85762987335878,29.57556108901295,80.32130620995042,11.270881475675624,Fast,97.74582370486488,Li-ion,833.0,Model B,2.0
73.27170630056601,3.8466025689097822,75.83468413063261,34.75834786708051,21.47060824970983,27.9715073187285,7.732461651609701,Normal,98.45350766967806,LiFePO4,190.0,Model A,0.0
42.726664214136456,3.8364106041286536,26.8670749687824,30.428980483337604,28.301119780132623,88.31142857230465,11.017067949232423,Fast,97.79658641015352,LiFePO4,266.0,Model C,2.0
97.46038744488646,3.9146854492616634,87.23593478414476,21.36917438667156,26.131568570043065,113.2566708705961,15.379533997460912,Normal,,LiFePO4,306.0,Model B,2.0
96.62025654479,4.077276676147605,,27.42225876860256,21.854618508558143,77.56652529974197,12.66600287398146,Slow,97.4667994252037,Li-ion,381.0,Model C,1.0
32.66040662428277,3.743466445531536,58.671437948698994,38.415332169267145,17.691525342082155,32.611532237541056,6.271414626139251,Slow,98.74571707477214,LiFePO4,164.0,Model C,0.0
54.75236553031469,3.9746113067913447,73.92185187609803,31.68897819514852,16.88837795320962,78.17215274734767,10.836413248552134,Fast,97.83271735028956,Li-ion,987.0,Model A,1.0
37.07904788350927,3.8960123747970536,38.29151018653735,30.766638865114267,,96.63472131046524,11.445177779969947,Normal,97.710964444006,Li-ion,615.0,Model A,2.0
35.63564449397208,3.686919789118595,52.40511090395332,25.37707028764387,33.36795084163116,60.64165365740187,8.104106877197621,Fast,98.37917862456048,LiFePO4,256.0,Model A,1.0
13.319825261907951,4.115040990448611,83.94732079394245,27.368978398331578,27.995760935285997,107.98377479414678,11.033088082524207,Normal,97.79338238349516,Li-ion,860.0,Model B,2.0
64.86079005819072,4.0581982151248495,51.33386774558925,37.90692178306338,17.06868229720967,443.06377088105995,,Normal,97.55785129265853,Li-ion,868.0,Model C,
55.24111209059753,3.960916284260898,42.20184387928976,33.329260950536714,23.04054433776481,109.92489182892024,13.588926304466732,Normal,97.28221473910664,Li-ion,846.0,Model B,2.0
14.63308761249904,4.09540721036597,54.47912025252699,35.74774053504666,29.578784002103145,82.35053112473372,9.38158566777176,Slow,98.12368286644563,Li-ion,405.0,Model B,2.0
35.07818178129503,4.107105940671862,84.54243271934965,29.086908461353104,30.596417680201363,33.128797200482424,5.968987612172608,Normal,98.80620247756548,LiFePO4,977.0,Model A,0.0
91.74392973699884,3.995854083700524,40.16872426337855,32.60494438912316,17.364372445821772,50.969171110518914,10.464874632182674,Slow,97.90702507356346,Li-ion,494.0,Model C,1.0
31.56057016002752,4.08590932985457,25.63854338221694,24.96767217486415,15.000614376907649,40.17949482524569,6.174703352181724,Normal,98.76505932956366,LiFePO4,173.0,Model C,1.0
23.04053848821008,3.988230023168499,74.08126182977027,34.10921660566973,29.2427409176121,110.88264977168625,12.097708569001178,Slow,97.58045828619976,Li-ion,286.0,Model A,2.0
54.05074842498067,3.9760985402322095,84.33803914372736,28.552026674066745,22.13192351972411,96.04000672874828,12.133472649014728,Slow,97.57330547019706,Li-ion,673.0,Model C,2.0
98.70854086995406,3.933027964750629,19.057373067118,28.850910296294916,20.089626632365203,87.6398368910006,13.681292299229163,Slow,97.26374154015416,LiFePO4,436.0,Model A,2.0
31.78497443603504,4.026901647690349,31.588670148035025,,15.257949395790508,50.09663196316217,7.413290376642148,N/A,,Li-ion,,Model B,1.0
,3.611023573705152,22.77747907848945,38.72561242937853,25.805988135229995,38.40447720502135,8.661263685213825,Normal,98.26774726295724,Li-ion,667.0,Model B,0.0
78.54576537958458,4.11660953143925,41.31472704239499,21.28012693217242,32.02301470851964,95.6451087988912,12.96172034882878,Fast,97.40765593023424,Li-ion,722.0,Model A,2.0
31.38737895931597,4.110290469421662,50.53158810148714,36.49486474694015,34.152632925451755,67.41579458790797,9.01209506763847,Normal,98.1975809864723,Li-ion,829.0,Model B,1.0
75.53947137506736,3.5204730981241914,77.39437032669758,25.84766220824386,26.314899012265784,42.57895521506291,8.61760294708747,Normal,98.27647941058252,Li-ion,339.0,Model B,1.0
43.10048194473279,4.078071725395335,68.60328263935068,28.87838909012756,25.289226554797885,81.66219781652751,10.40412670312031,Fast,97.91917465937594,Li-ion,632.0,Model A,2.0
